ImageId,CompanyId,ShareLevel
2165836,51,1
2165916,51,1
2165917,51,1
2165918,51,1
2167482,51,1
2167531,51,1
2169504,51,1
2175096,51,1
2175097,51,1
2175098,51,1
2175099,51,1
2175124,51,1
2183093,51,1
2183094,51,1
2183128,51,1
2183129,51,1
2183130,51,1
2183131,51,1
2183253,51,1
2183985,51,1
2184622,51,1
2184662,51,1
2184663,51,1
2184664,51,1
2184665,51,1
2184666,51,1
2184667,51,1
2184668,51,1
2184669,51,1
2184670,51,1
2184671,51,1
2185440,51,1
2185441,51,1
2185442,51,1
2185495,51,1
2185501,51,1
2185502,51,1
2185503,51,1
2185504,51,1
2185505,51,1
2185857,51,1
2185858,51,1
2185859,51,1
2185860,51,1
2186511,51,1
2186512,51,1
2186513,51,1
2186514,51,1
2186515,51,1
2186516,51,1
2186517,51,1
2186518,51,1
2188575,51,1
2188576,51,1
2189706,51,1
2190291,51,1
2190361,51,1
2190366,51,1
2191306,51,1
2191307,51,1
2191372,51,1
2191476,51,1
2191477,51,1
2191478,51,1
2191479,51,1
2191482,51,1
2191852,51,1
2191853,51,1
2191854,51,1
2191855,51,1
2191856,51,1
2191857,51,1
2191899,51,1
2191901,51,1
2192408,51,1
2192429,51,1
2192431,51,1
2192432,51,1
2192433,51,1
2192434,51,1
2192481,51,1
2193837,51,1
2193845,51,1
2193846,51,1
2193848,51,1
2193865,51,1
2193866,51,1
2194001,51,1
2194002,51,1
2195588,51,1
2195589,51,1
2195590,51,1
2195591,51,1
2195592,51,1
2195593,51,1
2195754,51,1
2195756,51,1
2195757,51,1
2196012,51,1
2196013,51,1
2196014,51,1
2196015,51,1
2196049,51,1
2196055,51,1
2196056,51,1
2196057,51,1
2196058,51,1
2196859,51,1
2196862,51,1
2197402,51,1
2213417,51,1
2213418,51,1
2213840,51,1
2213841,51,1
2220986,51,1
2220987,51,1
2225197,51,1
2225222,51,1
2225225,51,1
2225231,51,1
2225233,51,1
2261465,51,1
2270366,38,1
2277981,51,1
2277982,51,1
2277983,51,1
2277984,51,1
2277998,51,1
2277999,51,1
2278000,51,1
2278001,51,1
2281825,51,1
2281826,51,1
2281837,51,1
2283695,51,1
2283696,51,1
2283708,51,1
2283709,51,1
2283711,51,1
2283712,51,1
2283714,51,1
2283716,51,1
2283718,51,1
2283720,51,1
2283721,51,1
2283723,51,1
2283725,51,1
2283728,51,1
2284851,51,1
2286498,38,1
2293524,51,1
2293642,51,1
2293643,51,1
2293647,51,1
2293650,51,1
2295443,51,1
2295444,51,1
2295445,51,1
2295907,51,1
2295908,51,1
2299466,51,1
2299467,51,1
2299468,51,1
2299469,51,1
2299470,51,1
2299487,51,1
2299647,51,1
2299776,51,1
2299777,51,1
2299824,51,1
2301125,51,1
2301156,51,1
2303954,51,1
2303955,51,1
2304097,51,1
2304098,51,1
2304149,51,1
2304169,51,1
2304761,51,1
2304895,51,1
2305003,51,1
415023,41,1
732661,51,1
808882,51,1
819943,51,1
827702,51,1
827703,51,1
866829,51,1
867263,51,1
870752,51,1
905479,51,1
1108168,51,1
1108242,51,1
1516271,51,1
1609675,51,1
1609676,51,1
1609677,51,1
1609678,51,1
1609679,51,1
1609680,51,1
1609681,51,1
1609682,51,1
1609683,51,1
1609684,51,1
1609685,51,1
1609686,51,1
1609687,51,1
1609688,51,1
1609691,51,1
1609692,51,1
1624115,51,1
1626934,51,1
1626935,51,1
1626946,51,1
1626950,51,1
1626952,51,1
1626953,51,1
1629412,51,1
1633790,51,1
1635419,51,1
1635420,51,1
1635421,51,1
1635422,51,1
1635423,51,1
1635424,51,1
1635429,51,1
1635430,51,1
1635431,51,1
1635432,51,1
1635433,51,1
1635434,51,1
1635435,51,1
1635436,51,1
1637026,51,1
1637027,51,1
1637121,51,1
1637629,51,1
1638104,51,1
1638105,51,1
1638106,51,1
1638116,51,1
1638117,51,1
1638118,51,1
1638119,51,1
1638120,51,1
1638121,51,1
1638122,51,1
1638132,51,1
1641662,51,1
1641663,51,1
1641966,51,1
1641967,51,1
1641971,51,1
1641972,51,1
1641973,51,1
1641975,51,1
1641976,51,1
1641977,51,1
1641979,51,1
1641986,51,1
1641987,51,1
1641989,51,1
1641991,51,1
1641992,51,1
1641995,51,1
1641996,51,1
1641997,51,1
1641998,51,1
1641999,51,1
1642000,51,1
1642001,51,1
1642002,51,1
1642004,51,1
1642005,51,1
1642007,51,1
1642009,51,1
1642011,51,1
1642012,51,1
1642013,51,1
1642014,51,1
1642015,51,1
1642016,51,1
1642017,51,1
1642018,51,1
1642019,51,1
1642020,51,1
1642021,51,1
1642022,51,1
1642023,51,1
1642024,51,1
1642025,51,1
1642026,51,1
1642027,51,1
1642028,51,1
1642029,51,1
1642031,51,1
1642032,51,1
1642033,51,1
1642034,51,1
1642035,51,1
1642037,51,1
1642038,51,1
1642039,51,1
1642040,51,1
1642041,51,1
1642043,51,1
1642044,51,1
1642046,51,1
1642047,51,1
1642048,51,1
1642049,51,1
1642050,51,1
1642052,51,1
1642053,51,1
1642055,51,1
1642056,51,1
1642057,51,1
1642058,51,1
1642059,51,1
1642060,51,1
1642061,51,1
1642062,51,1
1642064,51,1
1642595,51,1
1647953,51,1
1648340,51,1
1648341,51,1
1648342,51,1
1648628,51,1
1650082,51,1
1650284,51,1
1650331,51,1
1650334,51,1
1651860,51,1
1652027,51,1
1655883,51,1
1659592,51,1
1659593,51,1
1659594,51,1
1660660,51,1
1664570,51,1
1702501,51,1
1702502,51,1
1711407,51,1
1711505,51,1
1711644,51,1
1711665,51,1
1711703,51,1
1715595,51,1
1715596,51,1
1715597,51,1
1715598,51,1
1715604,51,1
1715605,51,1
1715606,51,1
1716061,51,1
1716062,51,1
1716063,51,1
1716072,51,1
1719822,51,1
1722137,51,1
1722507,51,1
1723958,51,1
1724542,51,1
1734771,51,1
1736248,51,1
1736249,51,1
1736250,51,1
1736251,51,1
1736258,51,1
1736313,51,1
1737737,51,1
1737738,51,1
1737739,51,1
1740787,51,1
1741014,51,1
1742260,51,1
1742982,51,1
1742983,51,1
1743097,51,1
1744534,51,1
1744535,51,1
1744536,51,1
1744537,51,1
1744538,51,1
1744562,51,1
1744741,51,1
1744838,51,1
1744849,51,1
1744850,51,1
1744914,51,1
1744915,51,1
1746067,51,1
1746068,51,1
1746069,51,1
1746188,51,1
1746589,51,1
1747104,51,1
1747110,51,1
1747122,51,1
1747123,51,1
1748548,51,1
1752309,51,1
1754642,51,1
1755863,51,1
1786969,51,1
1789111,51,1
1789173,51,1
1789407,51,1
1789408,51,1
1804719,51,1
1804720,51,1
1804742,51,1
1806778,51,1
1806788,51,1
1806789,51,1
1807219,51,1
1807220,51,1
1807221,51,1
1807229,51,1
1807230,51,1
1807231,51,1
1807232,51,1
1807233,51,1
1807234,51,1
1807235,51,1
1807236,51,1
1807241,51,1
1807242,51,1
1807243,51,1
1807244,51,1
1807245,51,1
1807246,51,1
1807247,51,1
1807256,51,1
1807260,51,1
1807261,51,1
1807263,51,1
1807267,51,1
1807268,51,1
1807288,51,1
1807422,51,1
1807424,51,1
1807425,51,1
1807426,51,1
1807427,51,1
1807428,51,1
1807429,51,1
1807443,51,1
1808036,51,1
1811513,51,1
1812435,51,1
1812779,51,1
1812780,51,1
1812792,51,1
1814836,51,1
1814837,51,1
1814838,51,1
1814839,51,1
1814840,51,1
1814841,51,1
1821381,51,1
1821382,51,1
1821383,51,1
1821384,51,1
1822190,51,1
1823006,51,1
1823007,51,1
1823008,51,1
1823009,51,1
1823010,51,1
1823011,51,1
1823015,51,1
1824083,51,1
1824150,51,1
1824151,51,1
1824255,51,1
1826900,51,1
1827057,51,1
1827603,51,1
1827604,51,1
1827605,51,1
1827611,51,1
1827628,51,1
1827785,51,1
1827786,51,1
1827793,51,1
1827883,51,1
1827891,51,1
1828061,51,1
1828073,51,1
1828074,51,1
1828075,51,1
1828144,51,1
1828145,51,1
1828146,51,1
1828147,51,1
1828157,51,1
1828201,51,1
1828202,51,1
1828203,51,1
1828204,51,1
1828413,51,1
1828427,51,1
1828428,51,1
1828429,51,1
1828430,51,1
1828431,51,1
1829067,51,1
1829214,51,1
1829215,51,1
1830073,51,1
1830074,51,1
1830075,51,1
1830076,51,1
1830077,51,1
1830142,51,1
1830555,51,1
1830556,51,1
1832431,51,1
1832432,51,1
1832641,51,1
1832712,51,1
1832713,51,1
1832759,51,1
1833011,51,1
1833012,51,1
1833013,51,1
1833014,51,1
1833080,51,1
1833081,51,1
1835360,51,1
1837848,51,1
1837849,51,1
1838061,51,1
1838075,51,1
1838114,51,1
1839188,51,1
1839189,51,1
1839190,51,1
1839194,51,1
1839199,51,1
1839200,51,1
1839201,51,1
1839801,51,1
1839984,51,1
1841120,51,1
1842041,51,1
1842042,51,1
1846831,51,1
1846832,51,1
1846833,51,1
1846834,51,1
1846835,51,1
1846836,51,1
1846841,51,1
1846842,51,1
1847202,51,1
1847206,51,1
1847393,51,1
1847466,51,1
1847959,51,1
1847960,51,1
1847961,51,1
1847973,51,1
1848170,51,1
1849746,51,1
1849747,51,1
1849748,51,1
1849749,51,1
1849752,51,1
1849753,51,1
1849754,51,1
1851484,51,1
1852120,51,1
1852853,51,1
1856132,51,1
1856337,51,1
1856338,51,1
1856533,51,1
1856534,51,1
1856556,51,1
1856558,51,1
1856604,51,1
1856605,51,1
1856624,51,1
1856722,51,1
1856723,51,1
1856724,51,1
1856725,51,1
1856726,51,1
1858440,2,1
1858441,2,1
1858442,2,1
1858475,2,1
1858655,51,1
1858656,51,1
1858657,51,1
1858658,51,1
1858659,51,1
1858660,51,1
1858661,51,1
1858662,51,1
1858663,51,1
1858664,51,1
1858665,51,1
1858681,51,1
1858696,51,1
1858956,2,1
1860209,51,1
1860210,51,1
1860382,51,1
1860391,51,1
1860392,51,1
1860393,51,1
1860394,51,1
1864515,51,1
1864516,51,1
1864517,51,1
1864518,51,1
1864519,51,1
1864541,51,1
1864641,51,1
1864683,51,1
1864689,51,1
1864691,51,1
1864692,51,1
1864742,51,1
1864743,51,1
1864939,51,1
1864969,51,1
1864973,51,1
1864982,51,1
1864983,51,1
1865439,51,1
1866322,51,1
1869968,51,1
1870344,51,1
1870345,51,1
1870587,51,1
1870590,51,1
1870737,51,1
1870969,51,1
1871476,51,1
1873485,51,1
1873545,51,1
1873653,51,1
1874932,51,1
1874934,51,1
1875439,51,1
1875440,51,1
1877676,51,1
1880881,51,1
1880883,51,1
1880884,51,1
1880885,51,1
1880984,51,1
1880985,51,1
1880986,51,1
1880987,51,1
1880990,51,1
1880991,51,1
1881038,51,1
1881039,51,1
1881040,51,1
1881041,51,1
1881053,51,1
1881054,51,1
1881055,51,1
1881057,51,1
1881058,51,1
1881102,51,1
1881103,51,1
1881172,51,1
1882786,51,1
1882820,51,1
1882825,51,1
1882826,51,1
1882831,51,1
1882832,51,1
1882836,51,1
1882886,51,1
1882887,51,1
1883042,51,1
1883044,51,1
1883056,51,1
1883956,51,1
1883957,51,1
1883988,51,1
1883992,51,1
1885197,51,1
1885199,51,1
1885306,51,1
1885713,51,1
1886503,51,1
1886610,51,1
1886692,51,1
1887200,51,1
1887201,51,1
1887202,51,1
1887204,51,1
1887205,51,1
1887207,51,1
1887218,51,1
1887221,51,1
1887223,51,1
1887225,51,1
1887226,51,1
1887227,51,1
1887229,51,1
1887231,51,1
1888132,51,1
1888691,51,1
1889026,51,1
1889028,51,1
1889447,51,1
1889451,51,1
1889452,51,1
1889453,51,1
1889646,51,1
1889647,51,1
1889648,51,1
1889693,51,1
1889694,51,1
1889808,51,1
1889809,51,1
1889810,51,1
1889811,51,1
1889813,51,1
1890350,51,1
1890351,51,1
1890364,51,1
1890365,51,1
1891202,51,1
1891204,51,1
1891205,51,1
1891206,51,1
1891209,51,1
1891210,51,1
1891586,51,1
1891587,51,1
1891588,51,1
1891590,51,1
1891614,51,1
1892546,51,1
1893056,51,1
1893506,51,1
1894119,51,1
1895346,51,1
1895347,51,1
1895349,51,1
1895804,51,1
1895805,51,1
1896524,51,1
1896525,51,1
1896526,51,1
1896527,51,1
1896822,51,1
1896825,51,1
1897033,51,1
1900182,51,1
1900183,51,1
1900191,51,1
1901182,51,1
1902516,51,1
1903020,51,1
1903021,51,1
1903022,51,1
1903023,51,1
1903027,51,1
1903030,51,1
1903059,51,1
1903060,51,1
1903065,51,1
1903066,51,1
1903365,51,1
1903366,51,1
1903367,51,1
1907446,51,1
1908311,51,1
1908316,51,1
1908595,51,1
1908601,51,1
1908604,51,1
1908606,51,1
1908610,51,1
1908664,51,1
1908666,51,1
1908668,51,1
1909002,51,1
1909003,51,1
1909004,51,1
1909106,51,1
1909107,51,1
1909108,51,1
1909110,51,1
1910184,51,1
1910222,51,1
1910225,51,1
1910475,51,1
1910477,51,1
1910478,51,1
1910712,51,1
1910719,51,1
1911383,51,1
1911385,51,1
1911388,51,1
1911400,51,1
1911408,51,1
1911409,51,1
1911410,51,1
1911411,51,1
1911412,51,1
1911415,51,1
1911416,51,1
1911419,51,1
1911420,51,1
1911422,51,1
1911425,51,1
1911426,51,1
1911427,51,1
1911428,51,1
1911429,51,1
1911431,51,1
1911432,51,1
1911745,51,1
1914076,51,1
1914077,51,1
1914080,51,1
1914098,51,1
1914408,51,1
1914412,51,1
1914421,51,1
1915854,51,1
1915860,51,1
1915861,51,1
1915862,51,1
1915863,51,1
1915864,51,1
1915865,51,1
1915868,51,1
1915897,51,1
1915901,51,1
1915903,51,1
1915905,51,1
1915919,51,1
1915936,51,1
1916446,51,1
1916447,51,1
1916451,51,1
1916752,51,1
1916753,51,1
1916754,51,1
1916755,51,1
1916767,51,1
1916774,51,1
1916801,51,1
1916837,51,1
1916864,51,1
1917127,51,1
1917155,51,1
1917156,51,1
1917698,51,1
1917701,51,1
1918080,51,1
1918108,51,1
1918109,51,1
1918111,51,1
1918124,51,1
1918126,51,1
1918127,51,1
1918172,51,1
1918180,51,1
1918193,51,1
1918194,51,1
1918195,51,1
1918196,51,1
1918197,51,1
1918198,51,1
1918199,51,1
1918200,51,1
1918201,51,1
1918313,51,1
1918845,51,1
1918850,51,1
1918853,51,1
1921896,51,1
1921897,51,1
1921898,51,1
1922117,51,1
1922158,51,1
1922339,51,1
1922340,51,1
1922341,51,1
1922345,51,1
1922349,51,1
1922367,51,1
1922369,51,1
1922520,51,1
1922649,51,1
2305004,51,1
2305005,51,1
2305011,51,1
2305015,51,1
2306560,51,1
2308423,51,1
2309696,51,1
2310290,51,1
2310376,51,1
2310377,51,1
2310393,51,1
2310394,51,1
2311413,51,1
2312355,51,1
2313990,51,1
2316110,51,1
2316111,51,1
2316112,51,1
2316144,51,1
2316145,51,1
2316146,51,1
2316147,51,1
2317956,51,1
2317959,51,1
2317960,51,1
2317961,51,1
2317962,51,1
2317963,51,1
2317964,51,1
2317965,51,1
2317966,51,1
2317967,51,1
2317968,51,1
2317969,51,1
2317970,51,1
2317978,51,1
2317979,51,1
2317980,51,1
2317981,51,1
2318103,51,1
2320628,51,1
2320629,51,1
2320631,51,1
2324491,51,1
2324499,51,1
2324500,51,1
2324506,51,1
2324507,51,1
2324508,51,1
2324509,51,1
2324510,51,1
2324709,51,1
2324711,51,1
2324712,51,1
2324713,51,1
2324714,51,1
2324715,51,1
2324716,51,1
2324735,51,1
2324736,51,1
2324737,51,1
2324738,51,1
2324739,51,1
2324740,51,1
2328971,51,1
2328985,51,1
2329391,51,1
2329683,51,1
2329684,51,1
2329685,51,1
2330905,51,1
2330906,51,1
2330908,51,1
2333207,51,1
2333208,51,1
2333209,51,1
2335108,51,1
2338451,51,1
2339879,51,1
2339880,51,1
2339883,51,1
2340271,51,1
2340272,51,1
2340276,51,1
2340282,51,1
2340293,51,1
2340294,51,1
2340295,51,1
2340299,51,1
2340300,51,1
2340305,51,1
2340306,51,1
2340347,51,1
2340348,51,1
2340535,51,1
2340542,51,1
2340543,51,1
2340735,51,1
2340743,51,1
2353833,51,1
2353838,51,1
2357444,51,1
2357445,51,1
2357446,51,1
2357447,51,1
2358554,51,1
2358555,51,1
2358581,51,1
2358582,51,1
2358583,51,1
2358584,51,1
2361449,51,1
2361987,51,1
2361988,51,1
2361989,51,1
2365243,51,1
2365262,51,1
2365263,51,1
2366883,51,1
2366889,51,1
2366890,51,1
2366891,51,1
2366892,51,1
2366893,51,1
2366894,51,1
2366895,51,1
2366896,51,1
2366897,51,1
2366898,51,1
2366899,51,1
2366900,51,1
2366903,51,1
2366904,51,1
2366905,51,1
2366917,51,1
2366918,51,1
2366919,51,1
2366920,51,1
2372099,51,1
2373119,51,1
2373120,51,1
2373123,51,1
2373142,51,1
2373491,51,1
2373495,51,1
2374253,51,1
2375262,51,1
2376020,39,1
2377896,51,1
2377897,51,1
2377898,51,1
2377914,51,1
2377923,51,1
2383141,51,1
2386025,51,1
2386487,51,1
2386488,51,1
2386489,51,1
2386490,51,1
2386491,51,1
2386533,51,1
2386534,51,1
2386568,51,1
2386592,51,1
2386593,51,1
2386594,51,1
2399449,51,1
2418873,51,1
2418874,51,1
2418875,51,1
2418876,51,1
2419029,51,1
2419032,51,1
2419033,51,1
2419034,51,1
2419035,51,1
2419036,51,1
2419037,51,1
2419038,51,1
2420000,51,1
2420001,51,1
2420757,51,1
2421197,51,1
2422983,51,1
2423436,51,1
2423437,51,1
2425430,51,1
2425431,51,1
2425871,51,1
2425873,51,1
2425874,51,1
2425875,51,1
2425876,51,1
2425877,51,1
2425879,51,1
2425880,51,1
2425940,51,1
2426061,51,1
2426062,51,1
2426063,51,1
2426064,51,1
2426078,51,1
2426225,51,1
2428507,51,1
2428508,51,1
2428509,51,1
2428510,51,1
2429615,51,1
2429801,51,1
2430317,51,1
2430333,51,1
2430335,51,1
2430344,51,1
2430413,51,1
2430467,51,1
2434088,51,1
2435546,51,1
2435554,51,1
2435562,51,1
2435631,51,1
2439654,51,1
2439665,51,1
2439673,51,1
2439675,51,1
2444492,51,1
2445200,51,1
2445201,51,1
2508134,51,1
2508136,51,1
2598411,51,1
2629399,51,1
2629550,51,1
2629551,51,1
2629552,51,1
2629553,51,1
2629554,51,1
2721798,51,1
2721799,51,1
2721801,51,1
2722202,51,1
2722204,51,1
2722205,51,1
2722206,51,1
2722207,51,1
2722208,51,1
2752143,51,1
2752196,51,1
2752199,51,1
2752200,51,1
2752202,51,1
2752203,51,1
2782691,51,1
2799772,51,1
2799785,51,1
2799786,51,1
2799788,51,1
2799789,51,1
2799790,51,1
2799801,51,1
2799804,51,1
2801509,51,1
2801510,51,1
2801567,51,1
2801570,51,1
2821873,51,1
2821876,51,1
2843462,51,1
2846144,51,1
2846145,51,1
2846146,51,1
2846849,51,1
2860905,51,1
2860915,51,1
2861088,51,1
2862125,51,1
2867601,51,1
2867602,51,1
2871524,51,1
2871525,51,1
2875089,51,1
1922651,51,1
1922883,51,1
1922884,51,1
1922885,51,1
1922903,51,1
1923215,51,1
1923444,51,1
1923447,51,1
1923453,51,1
1923454,51,1
1923560,51,1
1923597,51,1
1923598,51,1
1923599,51,1
1923600,51,1
1923601,51,1
1923617,51,1
1924130,51,1
1925387,51,1
1927305,51,1
1927309,51,1
1927321,51,1
1927737,51,1
1927738,51,1
1928556,51,1
1928568,51,1
1930196,51,1
1930200,51,1
1930204,51,1
1930207,51,1
1930311,51,1
1930832,51,1
1931836,51,1
1932026,51,1
1932027,51,1
1932030,51,1
1932031,51,1
1932032,51,1
1932033,51,1
1932034,51,1
1932035,51,1
1932036,51,1
1932039,51,1
1932252,51,1
1932253,51,1
1932254,51,1
1932255,51,1
1932257,51,1
1932258,51,1
1932259,51,1
1932260,51,1
1932261,51,1
1932262,51,1
1932263,51,1
1933316,51,1
1933318,51,1
1934837,51,1
1934839,51,1
1934841,51,1
1934846,51,1
1935800,51,1
1937861,51,1
1938132,51,1
1938133,51,1
1938864,51,1
1940087,51,1
1943601,51,1
1943602,51,1
1944462,51,1
1948770,51,1
1948773,51,1
1949544,51,1
1955308,51,1
1955309,51,1
1955310,51,1
1955311,51,1
1955312,51,1
1955313,51,1
1955314,51,1
1955315,51,1
1955316,51,1
1955317,51,1
1955321,51,1
1955322,51,1
1955325,51,1
1955326,51,1
1955327,51,1
1955328,51,1
1955330,51,1
1955363,51,1
1955365,51,1
1955366,51,1
1955367,51,1
1955368,51,1
1955369,51,1
1955370,51,1
1955396,51,1
1955397,51,1
1955414,51,1
1956899,51,1
1956900,51,1
1956901,51,1
1956902,51,1
1956903,51,1
1956904,51,1
1956906,51,1
1956910,51,1
1956911,51,1
1956913,51,1
1957147,51,1
1957223,51,1
1958976,51,1
1958993,51,1
1958994,51,1
1958995,51,1
1959003,51,1
1959004,51,1
1959075,51,1
1959077,51,1
1959108,51,1
1959109,51,1
1959110,51,1
1959112,51,1
1959140,51,1
1959141,51,1
1959142,51,1
1959143,51,1
1959144,51,1
1959145,51,1
1959577,51,1
1959586,51,1
1959591,51,1
1961660,51,1
1962187,51,1
1962189,51,1
1962190,51,1
1962192,51,1
1962193,51,1
1962194,51,1
1963860,51,1
1966612,51,1
1966613,51,1
1966614,51,1
1966615,51,1
1966616,51,1
1966618,51,1
1966619,51,1
1966673,51,1
1966675,51,1
1966676,51,1
1966677,51,1
1966688,51,1
1967609,51,1
1969966,51,1
1969978,51,1
1969979,51,1
1969994,51,1
1970026,51,1
1970055,51,1
1970376,51,1
1975273,51,1
1975717,51,1
1975724,51,1
1975737,51,1
1975738,51,1
1975748,51,1
1975749,51,1
1975750,51,1
1975751,51,1
1975752,51,1
1975753,51,1
1975755,51,1
1975756,51,1
1975757,51,1
1975758,51,1
1975759,51,1
1975760,51,1
1975761,51,1
1975763,51,1
1975764,51,1
1975765,51,1
1975766,51,1
1975767,51,1
1975768,51,1
1975769,51,1
1975770,51,1
1975771,51,1
1975773,51,1
1975774,51,1
1975775,51,1
1975776,51,1
1975777,51,1
1975778,51,1
1975779,51,1
1975780,51,1
1975781,51,1
1975782,51,1
1975783,51,1
1975787,51,1
1976488,51,1
1976489,51,1
1976491,51,1
1976514,51,1
1976963,51,1
1976964,51,1
1976965,51,1
1976966,51,1
1976967,51,1
1976972,51,1
1977167,51,1
1977168,51,1
1977170,51,1
1977887,51,1
1978442,51,1
1978443,51,1
1979243,51,1
1979244,51,1
1980157,51,1
1981229,51,1
1984255,51,1
1984617,51,1
1984620,51,1
1984793,51,1
1985500,51,1
1985502,51,1
1985503,51,1
1986489,51,1
1987911,51,1
1987915,51,1
1987916,51,1
1987917,51,1
1987918,51,1
1987920,51,1
1987921,51,1
1987922,51,1
1987924,51,1
1987949,51,1
1987951,51,1
1987952,51,1
1987953,51,1
1987954,51,1
1987955,51,1
1987957,51,1
1987959,51,1
1988106,51,1
1988108,51,1
1988109,51,1
1988152,51,1
1988160,51,1
1988203,51,1
1988204,51,1
1989196,51,1
1989251,51,1
1989254,51,1
1993722,51,1
1994695,51,1
1994698,51,1
1995233,51,1
1995234,51,1
1995238,51,1
1995240,51,1
1995241,51,1
1995242,51,1
1995243,51,1
1995244,51,1
1995245,51,1
1995246,51,1
1995247,51,1
2001714,51,1
2001717,51,1
2001718,51,1
2001720,51,1
2001721,51,1
2001728,51,1
2001734,51,1
2001739,51,1
2001742,51,1
2001743,51,1
2001749,51,1
2001753,51,1
2001762,51,1
2001768,51,1
2001771,51,1
2001778,51,1
2001779,51,1
2001781,51,1
2001785,51,1
2001786,51,1
2001787,51,1
2001788,51,1
2001789,51,1
2001817,51,1
2001818,51,1
2001819,51,1
2001820,51,1
2001821,51,1
2001822,51,1
2001823,51,1
2001824,51,1
2001825,51,1
2001826,51,1
2001827,51,1
2001828,51,1
2001829,51,1
2001830,51,1
2001831,51,1
2001832,51,1
2001833,51,1
2001835,51,1
2001836,51,1
2001837,51,1
2001838,51,1
2001839,51,1
2001840,51,1
2001841,51,1
2001842,51,1
2001843,51,1
2001844,51,1
2001845,51,1
2001846,51,1
2001847,51,1
2001848,51,1
2001849,51,1
2001851,51,1
2001852,51,1
2002941,51,1
2003533,51,1
2003535,51,1
2003538,51,1
2003539,51,1
2003540,51,1
2003543,51,1
2003544,51,1
2003695,51,1
2004684,51,1
2004687,51,1
2004688,51,1
2004690,51,1
2004693,51,1
2004694,51,1
2004695,51,1
2004696,51,1
2004697,51,1
2004698,51,1
2004699,51,1
2004700,51,1
2004705,51,1
2004706,51,1
2004711,51,1
2004713,51,1
2004714,51,1
2004800,51,1
2004802,51,1
2004805,51,1
2004806,51,1
2004810,51,1
2006779,51,1
2006780,51,1
2006781,51,1
2006801,51,1
2007171,51,1
2007192,51,1
2007193,51,1
2007196,51,1
2007197,51,1
2007198,51,1
2007199,51,1
2007200,51,1
2007204,51,1
2007207,51,1
2007208,51,1
2007209,51,1
2007210,51,1
2007211,51,1
2007212,51,1
2007213,51,1
2007214,51,1
2007215,51,1
2007216,51,1
2007217,51,1
2007218,51,1
2007219,51,1
2007220,51,1
2007221,51,1
2007222,51,1
2007223,51,1
2007224,51,1
2007225,51,1
2007226,51,1
2007227,51,1
2007228,51,1
2007229,51,1
2007230,51,1
2007231,51,1
2007233,51,1
2007234,51,1
2007235,51,1
2007236,51,1
2007238,51,1
2007305,51,1
2007414,51,1
2007417,51,1
2007419,51,1
2007420,51,1
2007422,51,1
2007424,51,1
2007425,51,1
2007426,51,1
2007427,51,1
2007428,51,1
2007429,51,1
2007430,51,1
2007432,51,1
2007434,51,1
2007435,51,1
2007438,51,1
2007439,51,1
2007440,51,1
2007441,51,1
2007443,51,1
2007444,51,1
2007445,51,1
2007446,51,1
2007447,51,1
2007448,51,1
2007837,51,1
2007838,51,1
2009338,51,1
2009340,51,1
2009343,51,1
2009344,51,1
2009347,51,1
2010707,51,1
2010708,51,1
2010709,51,1
2010710,51,1
2010711,51,1
2010712,51,1
2010714,51,1
2010715,51,1
2010716,51,1
2010718,51,1
2010719,51,1
2010720,51,1
2010722,51,1
2010723,51,1
2010724,51,1
2010727,51,1
2010728,51,1
2010729,51,1
2010731,51,1
2010732,51,1
2010733,51,1
2010734,51,1
2010739,51,1
2010746,51,1
2011522,51,1
2013393,51,1
2015448,51,1
2023548,51,1
2023549,51,1
2023552,51,1
2023553,51,1
2023554,51,1
2023555,51,1
2023557,51,1
2023560,51,1
2023561,51,1
2023562,51,1
2023563,51,1
2023564,51,1
2023565,51,1
2023566,51,1
2023991,51,1
2023992,51,1
2023993,51,1
2023994,51,1
2023995,51,1
2023997,51,1
2023998,51,1
2023999,51,1
2024000,51,1
2024001,51,1
2024002,51,1
2024003,51,1
2024004,51,1
2024005,51,1
2024006,51,1
2024007,51,1
2024008,51,1
2024197,51,1
2024318,51,1
2024323,51,1
2024511,51,1
2024513,51,1
2024514,51,1
2024516,51,1
2024517,51,1
2024528,51,1
2024529,51,1
2024531,51,1
2024600,51,1
2024601,51,1
2024603,51,1
2024744,51,1
2024745,51,1
2024746,51,1
2024747,51,1
2024748,51,1
2024750,51,1
2024751,51,1
2024753,51,1
2024755,51,1
2024758,51,1
2024760,51,1
2024761,51,1
2024763,51,1
2024769,51,1
2024774,51,1
2024775,51,1
2024777,51,1
2024839,51,1
2024840,51,1
2024841,51,1
2024842,51,1
2024844,51,1
2024845,51,1
2024846,51,1
2024847,51,1
2024848,51,1
2024852,51,1
2024854,51,1
2024855,51,1
2024857,51,1
2024858,51,1
2024859,51,1
2024860,51,1
2024861,51,1
2024862,51,1
2024863,51,1
2024864,51,1
2024866,51,1
2024867,51,1
2024868,51,1
2024869,51,1
2024870,51,1
2024871,51,1
2024872,51,1
2024873,51,1
2024874,51,1
2024875,51,1
2024876,51,1
2024877,51,1
2024878,51,1
2024879,51,1
2024881,51,1
2024882,51,1
2024883,51,1
2024884,51,1
2024885,51,1
2024886,51,1
2024887,51,1
2024888,51,1
2024889,51,1
2024890,51,1
2024891,51,1
2024892,51,1
2024893,51,1
2024894,51,1
