ImageId,CompanyId,ShareLevel
1770662,14,1
1773467,14,1
1773629,39,2
1774535,51,1
1774579,14,1
1779450,14,1
1781357,14,1
1781363,14,1
1781627,14,1
1781630,14,1
1782150,14,1
1782969,14,1
1783772,14,1
1783774,14,1
1783781,14,1
1783786,14,1
1783789,14,1
1784665,14,1
1784673,14,3
1786179,14,1
1786185,14,1
1786553,14,1
1786874,14,1
1787299,14,1
1787393,14,1
1787420,14,3
1787433,14,1
1787467,14,1
1787468,14,1
1787858,14,1
1787859,14,1
1787860,14,1
1787913,14,1
1787943,14,1
1788052,14,1
1788054,14,1
1788067,14,1
1788091,14,1
1788256,14,1
1788258,14,1
1788329,14,1
1788330,14,1
1788762,14,1
1788763,14,1
1788764,14,1
1788765,14,1
1788768,14,1
1788769,14,1
1788770,14,1
1788771,14,1
1788772,14,1
1788773,14,1
1788774,14,1
1788775,14,1
1788781,14,1
1790672,39,1
1794485,14,3
1802523,14,1
1807016,14,1
1807339,14,1
1807351,14,1
1807995,14,1
1808006,14,1
1811787,14,1
1813092,14,1
1814753,14,1
1814786,14,1
1815505,14,1
1815542,14,1
1822458,14,1
1823651,14,3
1823653,14,3
1824133,51,1
1824158,14,3
1832451,51,1
1833100,51,1
1834149,14,3
1835640,14,1
1835841,14,1
1835871,14,3
1835872,14,1
1835880,14,1
1836655,14,3
1836656,14,3
1837462,14,1
1837477,14,1
1838000,14,1
1839164,14,1
1839389,14,1
1839608,14,1
1839658,14,1
1839668,14,1
1839669,14,1
1840200,14,1
1841527,14,1
1841529,14,1
1841548,14,1
1846371,14,1
1846569,14,1
1847298,14,1
1848421,14,1
1848437,14,1
1850146,14,1
1854290,14,1
1854294,14,1
1854298,14,1
1854299,14,1
1854367,14,1
1854372,14,1
1856422,14,1
1858397,14,1
1858406,14,3
1858407,14,3
1858600,14,1
1862407,14,1
1864088,14,1
1864776,51,1
1865538,14,1
1865901,14,1
1865902,14,1
1865919,14,1
1867943,14,1
1868416,14,1
1869332,14,1
1870299,14,1
1873769,51,1
1876989,14,1
1879448,51,1
1879537,51,1
1879538,51,1
1879656,14,1
1879658,14,1
1882273,14,1
1883756,51,1
1883928,51,1
1883929,51,1
1886693,51,3
1886694,51,3
1886697,51,3
1886727,51,3
1887846,51,1
1887919,51,1
1887920,51,1
1887995,51,1
1889843,51,3
1889846,51,3
1889847,51,3
1889848,51,3
1889849,51,3
1890978,14,1
1890984,51,3
1891002,51,3
1892138,51,3
1892141,51,3
1892157,51,1
1892165,51,1
1892177,51,1
1892182,51,1
1892204,51,1
1892215,51,1
1892252,51,3
1892791,51,1
1892792,51,3
1893472,51,3
1893517,51,3
1893567,14,1
1893652,51,3
1893685,51,3
1893943,51,3
1893952,51,3
1893959,51,3
1893960,51,3
1895252,51,3
1895253,51,3
1895256,51,3
1895258,51,3
1895260,51,3
1895816,51,3
1895836,51,1
1896076,14,3
1896430,14,1
1896434,14,1
1896638,51,1
1898213,51,1
1898525,51,3
1900122,14,1
1900527,14,1
1901046,14,1
1901047,14,1
1901986,14,1
1902035,51,3
1902147,51,1
1902155,51,1
1902459,14,1
1902510,51,1
1902702,51,1
1902707,51,1
1904571,51,1
1904574,51,1
1905020,51,3
1905369,51,1
1905376,51,1
1905866,51,3
1906049,51,3
1906265,51,3
1906266,51,3
1906267,51,3
1906576,14,1
1906760,51,1
1906761,51,3
1907040,51,3
1907278,14,1
1907675,14,1
1908649,14,1
1908660,14,1
1910183,51,3
1911003,51,3
1912651,51,1
1912685,14,1
1912814,51,3
1913511,14,1
1913810,51,3
1913811,51,3
1913948,14,1
1914257,14,1
1914264,14,1
1915305,14,3
1915569,14,3
1915874,51,3
1915876,51,3
1915877,51,3
1916617,14,1
1916740,51,3
1916783,51,3
1916785,51,3
1916786,51,3
1916827,51,3
1916828,51,3
1916835,51,3
1916938,51,3
1916991,51,3
1918085,51,3
1918548,51,3
1918549,51,3
1919150,14,1
1919161,14,1
1919761,14,1
1919764,14,1
1920390,51,3
1921472,14,1
1922955,51,1
1923456,51,3
1923473,51,3
1923931,14,1
1925380,51,3
1925415,51,3
1925530,14,1
1925860,14,1
1925930,14,1
1925932,14,1
1926537,14,1
1927833,14,1
1931867,28,1
1933037,51,3
1933176,51,3
1933324,51,3
1934771,51,3
1934791,51,3
1938174,51,1
1938688,51,3
1945409,51,1
1945411,51,1
1945414,51,1
1945416,51,1
1945616,51,1
1945620,51,1
1945621,51,1
1945624,51,1
1954407,14,1
1954418,14,1
1955105,14,3
1955136,51,1
1955474,51,1
1955563,51,1
1955564,51,1
1955748,51,1
1957335,51,1
1966207,51,3
1970514,51,1
1970547,14,1
1978790,14,3
1979550,51,3
1981327,14,1
1981792,14,1
1983497,14,1
1983507,14,1
1984301,14,3
1984773,14,1
1984775,14,1
1989387,14,3
1989388,14,3
1991999,14,1
1993247,14,1
1993261,14,1
1993277,14,1
1993672,14,1
1994206,14,1
1995323,51,1
1995326,51,3
1995675,14,1
1995683,14,1
1995701,14,1
1995721,14,1
1995730,14,1
1995735,14,1
1996179,14,1
1998074,14,1
1998092,14,1
1998099,14,3
1998113,14,1
1998160,14,1
1998189,14,3
1999452,14,1
1999485,14,1
1999505,14,1
1999544,14,1
1999554,14,1
2000060,51,1
2001150,14,3
2003033,14,1
2005807,14,1
2005827,14,1
2006401,14,3
2007856,14,1
2007883,14,1
2007884,14,1
2007887,14,1
2011540,14,1
2011552,14,1
2014032,14,1
2014041,14,1
2017345,14,3
2017353,14,3
2017382,14,1
2017387,14,1
2017402,14,1
2023308,51,1
2023362,51,1
2026070,51,1
2026110,51,1
2030746,51,1
2030976,51,1
2033208,51,1
2035133,51,1
2035449,51,1
2041369,51,3
2041371,51,3
2041418,51,3
2041419,51,3
2041685,51,3
2041686,51,3
2055618,14,3
2056567,14,3
2057185,51,1
2058800,14,1
2058802,14,1
2060690,14,1
2060691,14,1
2061752,14,3
2062195,14,3
2062935,51,3
2063014,51,3
2063015,51,3
2063046,14,3
2064158,51,3
2064159,51,3
2064404,51,3
2064405,51,3
2064406,51,3
2064407,51,3
2065457,14,3
2066302,14,3
2067313,14,3
2067316,14,3
2067319,14,3
2067426,14,3
2067428,14,3
2069644,14,1
2071509,14,3
2072712,14,3
2072713,14,3
2072724,14,1
2073198,51,3
2076249,14,1
2076603,14,1
2077419,14,1
2079260,14,1
2082323,51,3
2084952,14,1
2085716,14,1
2085719,14,1
90587,3,1
90588,3,1
97745,3,1
117556,14,1
117917,14,1
117918,14,1
122332,14,1
122336,14,1
123165,14,1
130027,14,1
130028,14,1
130923,14,1
130924,14,1
135143,14,1
136714,14,1
136715,14,1
140499,14,1
143528,14,1
143652,14,1
144049,14,1
144318,14,1
144343,14,1
144344,14,1
144482,14,1
144488,14,1
144489,14,1
158782,14,1
158793,14,1
159194,14,1
211938,14,1
220033,14,1
242960,14,1
248604,14,1
396751,14,1
506460,14,1
671898,14,1
687345,51,1
715114,14,1
878119,14,1
878138,14,1
888353,14,1
899826,14,1
899827,14,1
900016,14,1
971143,14,1
975952,14,1
1039812,14,1
1044107,14,1
1078375,14,1
1078399,14,1
1419363,14,1
1426794,14,1
1590424,14,1
1740948,14,1
1788318,14,1
1788759,14,1
1833106,51,1
1853588,2,1
1877002,51,1
1877010,51,1
1877015,51,1
1877016,51,1
1877089,51,1
1877090,51,1
1877092,51,1
1877128,51,1
1890766,51,1
1890769,51,1
1890842,51,1
1895806,51,1
1903428,51,1
1903452,51,1
1916836,51,1
1981805,14,1
1999456,14,1
2011558,14,1
2024070,14,1
2028661,14,1
2029686,14,1
2029960,14,1
2038876,14,1
2039093,14,1
2039095,14,1
2094817,51,3
2094818,51,3
2094950,51,3
2094951,51,3
2094952,51,3
2094953,51,3
2094954,51,3
2094955,51,3
2094956,51,3
2094957,51,3
2094958,51,3
2094959,51,3
2094960,51,3
2094961,51,3
2094962,51,3
2094963,51,3
2094964,51,3
2094965,51,3
2095012,51,3
2095013,51,3
2095014,51,3
2095015,51,3
2095016,51,3
2095315,51,3
2102771,51,1
2130057,51,3
2130058,51,3
2130094,51,3
2130097,51,3
2130099,51,3
2130101,51,3
2131241,51,1
2132189,51,1
2133261,51,1
2133456,51,1
2133662,51,1
2133690,51,1
2133719,51,1
2134775,51,3
2134851,51,1
2135492,51,3
2135493,51,3
2135494,51,3
2136670,51,3
2136950,51,3
2136951,51,3
2136952,51,3
2136953,51,3
2136954,51,3
2136955,51,3
2136956,51,3
2136957,51,3
2136958,51,3
2137685,51,3
2137686,51,3
2138014,51,3
2138015,51,3
2138016,51,3
2138017,51,3
2138018,51,3
2138019,51,3
2138031,51,3
2138032,51,3
2138033,51,3
2138034,51,3
2138035,51,3
2138036,51,3
2138037,51,3
2138038,51,3
2138039,51,3
2140979,51,3
2140985,51,1
2145649,51,3
2145650,51,3
2145651,51,3
2145705,51,3
2146537,51,3
2146582,51,3
2146583,51,3
2146584,51,3
2146959,51,3
2147166,51,3
2147167,51,3
2147168,51,3
2147169,51,3
2147170,51,3
2157518,14,1
2164366,14,1
2165390,14,1
2167218,14,1
2169401,51,3
2169402,51,3
2169666,51,1
2169914,51,3
2169926,51,3
2169928,51,3
2170318,51,3
2171063,51,1
2171064,51,3
2171142,51,3
2171159,51,3
2171160,51,3
2173581,51,1
2173592,51,1
2173601,51,1
2174574,51,1
2175476,51,1
2175486,51,1
2175825,51,1
2176187,51,1
2176206,51,1
2176252,51,1
2176349,51,1
2176396,51,3
2177627,51,3
2178690,51,3
2183179,51,3
2183338,51,3
2183546,51,3
2184890,51,1
2185176,51,3
2185339,51,3
2186376,14,1
2186522,51,3
2186650,14,1
2186656,51,3
2186964,51,3
2187006,51,3
2187090,51,3
2188803,51,3
2188804,51,3
2189450,51,1
2189453,51,1
2189454,51,1
2189459,51,1
2189495,51,1
2189573,51,1
2189966,51,3
2190806,51,3
2191894,51,3
2192027,51,3
2192129,51,1
2192296,14,1
2192465,51,3
2192466,51,3
2192467,51,3
2193825,51,3
2193827,51,3
2193829,51,3
2193830,51,3
2193887,51,3
2194143,51,3
2194450,51,1
2194452,51,1
2194583,51,3
2194884,51,3
2195269,51,3
2197215,51,1
2197441,106,3
2197443,51,3
2197466,51,3
2197679,51,3
2198862,51,1
2199864,51,3
2199865,51,3
2212397,14,1
2212406,51,3
2213111,51,3
2213422,51,3
2213637,51,1
2213697,51,1
2217080,51,1
2217176,51,1
2221444,38,1
2225398,51,3
2232709,51,1
2232718,51,1
2232730,51,1
2236942,51,1
2242757,51,1
2242898,51,1
2275919,51,3
2293520,51,1
2293521,51,1
2293522,51,1
2294479,51,3
2296854,51,3
2297290,51,3
2297344,51,3
2297352,51,3
2297514,51,3
2299536,51,3
2299575,19,3
2299714,51,1
2299722,51,1
2299726,51,1
2299989,376,1
2299991,376,1
2299992,376,1
2299993,376,1
2299996,376,1
2299997,376,1
2299998,376,1
2300000,376,1
2300001,376,1
2300003,376,1
2300004,376,1
2300005,376,1
2300007,376,1
2300008,376,1
2300009,376,1
2300014,376,1
2300015,376,1
2300016,376,1
2300017,376,1
2300018,376,1
2300019,376,1
2300022,376,1
2300024,376,1
2300026,376,1
2300027,376,1
2300032,376,1
2300036,376,1
2300037,376,1
2300038,376,1
2300041,376,1
2300042,376,1
2300044,376,1
2300048,376,1
2300052,376,1
2300066,376,1
2300067,376,1
2300068,376,1
2300069,376,1
2300073,376,1
2300077,376,1
2300080,376,1
2300081,376,1
2300082,376,1
2300089,376,1
2300090,376,1
2300091,376,1
2300322,51,1
2300344,51,1
2300348,51,1
2300352,51,1
2300358,51,1
2300631,51,1
2300670,51,1
2300672,51,1
2300689,51,1
2300690,51,1
2300691,51,1
2300700,51,1
2300701,51,1
2300707,51,1
2300732,51,1
2301117,51,1
2301301,51,1
2301496,51,3
2302371,51,3
2302372,51,3
2303956,51,3
2304003,51,3
2304024,51,3
2304025,51,3
2304026,51,3
2304027,51,3
2304049,19,3
2304644,51,3
2304903,51,3
2304947,376,1
2304978,51,3
2304987,376,1
2304988,376,1
2304997,376,1
2304998,376,1
2305423,51,1
2305522,376,1
2305666,376,1
2305667,376,1
2305668,376,1
2305669,376,1
2305671,376,1
2305672,376,1
2305673,376,1
2305674,376,1
2305675,376,1
2305676,376,1
2305677,376,1
2305678,376,1
2305679,376,1
2305685,376,1
2305697,376,1
2305699,376,1
2305700,376,1
2306091,376,1
2310261,51,3
2310615,51,3
2310783,376,1
2310784,376,1
2310906,376,1
2311014,376,1
2311076,376,1
2311085,376,1
2311086,376,1
2311095,376,1
2311096,376,1
2311103,376,1
2311161,376,1
2311162,376,1
2311163,376,1
2311164,376,1
2311165,376,1
2311179,376,1
2311182,376,1
2311316,376,1
2311318,376,1
2311450,376,1
2311578,376,1
2311591,376,1
2311596,376,1
2311605,376,1
2311775,376,1
2315265,376,1
2315273,376,1
2315285,376,1
2315298,376,1
2315404,376,1
2315454,376,1
2315604,376,1
2315611,376,1
2315747,376,1
2315752,376,1
2315927,376,1
2315938,376,1
2315941,376,1
2316463,376,1
2316483,376,1
2316603,376,1
2316654,376,1
2316670,376,1
2316706,376,1
2316711,376,1
2316876,376,1
2318994,51,1
2322173,376,1
2322829,376,1
2323519,376,1
2324547,376,1
2324648,376,1
2326912,51,3
2327223,106,3
2331753,14,1
2333328,14,1
2333332,14,1
2333334,14,1
2333537,51,1
2333575,51,1
2333648,51,1
2334029,51,1
2334279,51,1
2335874,376,1
2336940,51,1
2336974,51,1
2338731,51,1
2338751,51,1
2339526,51,3
2339544,51,3
2339913,106,3
2339977,51,1
2340115,376,1
2342274,3,3
2351071,51,1
2358295,14,1
2363289,51,1
2363295,51,1
2363296,51,1
2363298,51,1
2363302,51,1
2363821,51,1
2364974,51,1
2368739,3,3
2369229,3,3
2369614,3,3
2369662,3,3
2373399,51,1
2373446,51,1
2373451,51,1
2377892,51,1
2379599,51,1
2381606,51,3
2381715,14,1
2382475,19,3
2382971,14,1
2383577,51,3
2384549,14,1
2385892,14,1
2385893,14,1
2387332,19,3
2387455,19,3
2387456,19,3
2388154,51,1
2388659,19,3
2416905,19,3
2417884,51,3
2418194,51,3
2420013,51,1
2420122,51,1
2420148,51,1
2421564,19,3
2423097,51,1
2423138,51,1
2423220,51,1
2423493,51,1
2424510,51,1
2425517,51,1
2425811,51,1
2425813,51,1
2425884,51,1
2427185,51,1
2429300,51,1
2431306,51,1
2431369,51,1
2431640,51,1
2431990,51,1
2432009,51,1
2432105,51,1
2433038,51,1
2441546,14,1
2629492,14,1
2629493,14,1
2629494,14,1
